ID,Percent1,R1,G1,B1
/Test/chand_01,1.0,0.34350195336295997,254.29837976265668,1.2221114741242864
/Test/charg_01,1.0,99.838679864351946,122.43221848653893,83.585033284672562
/Test/chaure_01,1.0,160.53992796713305,152.36071056316749,60.107771870342404
/Test/chauri_01,1.0,204.91606301442499,176.44479217958533,133.74143751322782
/Test/chcap_01,1.0,0.15897821183050809,254.77473178080649,1.1117535687394451
/Test/chdecu_01,1.0,185.22858797293975,202.6567758690322,141.48669041389959
/Test/chdia_01,1.0,68.360574803793966,71.965494137119833,36.381010314708291
/Test/cheros_01,1.0,154.88349403382534,127.15487941749215,63.700822206427119
/Test/chetru_01,1.0,0.15516139936446649,254.6357521324932,1.2368945172770651
/Test/chfas_01,1.0,156.04853123853002,129.37258045127535,17.29865146473194
/Test/chfre_01,1.0,1.8650418942409033,246.53628422402096,2.7787407055730569
/Test/chgar_01,1.0,5.5055486447720128,236.51570176930775,3.0210937988488098
/Test/chgue_01,1.0,171.31460281203633,180.61516544775003,114.08582507887
/Test/chint_01,1.0,0.29902859420255368,254.69674749114904,1.2296033110575451
/Test/chlar_01,1.0,183.52961620392063,205.42358334268025,190.81300995305261
/Test/chleu_01,1.0,106.57536995593465,125.37099545211724,82.489381361498644
/Test/chlit_01,1.0,38.236972119526307,63.778072941181165,65.125946522972228
/Test/chlun_01,1.0,147.47913779094108,123.10882760589477,51.451178129303088
/Test/chmel_01,1.0,3.740344121454811,238.20915290155841,2.9599449582604294
/Test/chmes_01,1.0,117.4071197462023,128.20903750720885,122.99842149912701
/Test/chmil_01,1.0,150.0364567128656,165.11340526977298,84.222835633625948
/Test/chnig_01,1.0,85.172710402090104,81.57828125134823,69.312227899958373
/Test/chorn_01,1.0,204.53213840775175,193.28135500432793,135.28184581102468
/Test/chpau_01,1.0,209.7181072195942,194.96901958208218,182.7487684016306
/Test/chple_01,1.0,1.7968720416319997,243.9382842128183,1.9630405223002612
